Pricing_index,Reward,Period_index,product_1_demand,product_2_demand,product_3_demand,resouce_1,resouce_2,constraint_0,constraint_1,constraint_2,use_price_index_1,use_price_index_2,use_price_index_3,use_infinite_price,alpha_k-1_n-1,alpha_k-1_n-2,alpha_k-1_n-3,alpha_k-2_n-1,alpha_k-2_n-2,alpha_k-2_n-3,alpha_k-3_n-1,alpha_k-3_n-2,alpha_k-3_n-3,beta_k-1_n-1,beta_k-1_n-2,beta_k-1_n-3,beta_k-2_n-1,beta_k-2_n-2,beta_k-2_n-3,beta_k-3_n-1,beta_k-3_n-2,beta_k-3_n-3,theta_k-1_n-1,theta_k-1_n-2,theta_k-1_n-3,theta_k-2_n-1,theta_k-2_n-2,theta_k-2_n-3,theta_k-3_n-1,theta_k-3_n-2,theta_k-3_n-3
1.0,15.0,427,1.0,0.0,1.0,7109.0,5296.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,96.0,38.0,185.0,1.0,1.0,1.0,1.0,1.0,1.0,105.0,163.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4404359904784697,0.19818073243408615,0.8990688782025436,0.12401635528241724,0.38053838575517984,0.8411909721648566,0.20205644239639398,0.7842406785186361,0.5579722799507895
1.0,0.0,428,0.0,0.0,0.0,7095.0,5274.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,96.0,38.0,185.0,1.0,1.0,1.0,1.0,1.0,1.0,105.0,163.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4864213719443075,0.16737958134191847,0.8794871651770854,0.023569319126430944,0.08069983031865428,0.5446269977072293,0.539657590487475,0.08254226625520492,0.535763444969636
1.0,8.0,429,0.0,0.0,1.0,7095.0,5274.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,96.0,38.0,186.0,1.0,1.0,1.0,1.0,1.0,1.0,106.0,164.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4283710831663013,0.19174376564195325,0.9336732738259246,0.571472296867842,0.9599899774247975,0.14244371545415244,0.5107625160385542,0.1352658134423751,0.7819747575188978
4.0,0.0,430,0.0,0.0,0.0,7088.0,5261.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,97.0,38.0,187.0,1.0,1.0,1.0,1.0,1.0,1.0,106.0,165.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5452365637730026,0.20299789666710288,0.9305362393482984,0.6341280169416782,0.5020685601702878,0.8201946986006823,0.2767190191143588,0.5889774811321128,0.19181526506399035
1.0,8.0,431,0.0,0.0,1.0,7088.0,5261.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,97.0,38.0,188.0,1.0,1.0,1.0,1.0,1.0,1.0,107.0,166.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5011369876390706,0.18655005662176974,0.9257588075525107,0.5802546160614451,0.6910333683209012,0.36444667392943986,0.6412849596861777,0.9307829632018594,0.5233535800268264
4.0,0.0,432,0.0,0.0,0.0,7081.0,5248.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,97.0,38.0,188.0,1.0,1.0,1.0,1.0,1.0,1.0,107.0,166.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,0.43023005515542573,0.16288429494490156,0.9234129169604368,0.3549891035959511,0.5701681922245497,0.6439729663299409,0.3661009400567831,0.23420765555728634,0.07989305330266745
4.0,0.0,433,0.0,0.0,0.0,7081.0,5248.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,97.0,38.0,188.0,1.0,1.0,1.0,1.0,1.0,1.0,107.0,166.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,0.49412693657932294,0.21792292326647905,0.9090350878560707,0.6215559004733145,0.8198586450143345,0.3057990650290114,0.35137369486616593,0.050355895401279833,0.6797445297204905
4.0,0.0,434,0.0,0.0,0.0,7081.0,5248.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,98.0,38.0,189.0,1.0,1.0,1.0,1.0,1.0,1.0,107.0,167.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4662904077717127,0.20870517738682373,0.9143300407378707,0.06798178727239487,0.1898855519071579,0.43533858698859207,0.7513741220680785,0.5194094519982467,0.196958501104271
1.0,8.0,435,0.0,0.0,1.0,7081.0,5248.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,98.0,38.0,190.0,1.0,1.0,1.0,1.0,1.0,1.0,108.0,168.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,0.43615761539130554,0.16952059651968715,0.9037935219328356,0.7017566945883833,0.4489843264326759,0.7304145258553333,0.9040357029585154,0.03319302549334023,0.11932699906835312
4.0,0.0,436,0.0,0.0,0.0,7074.0,5235.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,99.0,38.0,190.0,1.0,1.0,1.0,1.0,1.0,1.0,108.0,169.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,0.47083105655024904,0.17626257154806937,0.9100510273447936,0.9392767073872689,0.45164354794299116,0.1322214720384653,0.008768855481986552,0.7535072766368367,0.020605047713697068
1.0,12.0,437,0.0,1.0,1.0,7074.0,5235.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,99.0,39.0,191.0,1.0,1.0,1.0,1.0,1.0,1.0,109.0,169.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4353484244787125,0.20135782881247058,0.9079571410856591,0.5227750819579924,0.142339807380765,0.9708345623952709,0.5798416142571828,0.03452604508811109,0.7408159501955162
1.0,12.0,438,0.0,1.0,1.0,7061.0,5210.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,99.0,39.0,191.0,1.0,1.0,1.0,1.0,1.0,1.0,109.0,169.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,0.44398537469630966,0.20682227573901182,0.9252488622104664,0.8827495501079962,0.7950747897601557,0.8500470027448661,0.7763815391999808,0.3143867450036665,0.14006403767964512
4.0,0.0,439,0.0,0.0,0.0,7048.0,5185.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,99.0,39.0,192.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,170.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,0.41656762757227134,0.1348121221320751,0.9286978992069107,0.21011214590662886,0.0482005913530704,0.1767029850519172,0.27679651926566384,0.6820916900801415,0.4228746336458806
4.0,0.0,440,0.0,0.0,0.0,7048.0,5185.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,99.0,39.0,192.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,170.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5092507276126184,0.19067060163420324,0.9478874355965581,0.7981623161609479,0.7526283480780548,0.8284585335882068,0.3847757583394574,0.3273265922334165,0.33489241591646385
1.0,15.0,441,1.0,0.0,1.0,7048.0,5185.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,99.0,39.0,192.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,170.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5284674772987884,0.20435901756679212,0.9253988232161969,0.27642462489362785,0.2149235865442587,0.1381424787941682,0.4110981860140639,0.050159714379633555,0.07433212989050277
1.0,15.0,442,1.0,0.0,1.0,7034.0,5163.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,100.0,39.0,193.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,171.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5005374248918241,0.174719245037423,0.9170939472380757,0.3602148150433622,0.9633248622130612,0.668373695573082,0.1452268171835772,0.07932725996682918,0.22984725563541114
4.0,0.0,443,0.0,0.0,0.0,7020.0,5141.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,101.0,39.0,194.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,172.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,0.513308814578253,0.17258122119085004,0.881694869124967,0.6407909490399626,0.5977420211744279,0.765682910139057,0.4121301510708957,0.23402308199593005,0.03667858730760168
1.0,11.0,444,1.0,1.0,0.0,7020.0,5141.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,101.0,39.0,194.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,172.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5130768022422499,0.17660302047664475,0.9330906284963832,0.3245191990069204,0.7650009822596145,0.6785548408092399,0.03756898710152279,0.22136507998325552,0.5641988213723264
4.0,0.0,445,0.0,0.0,0.0,7007.0,5120.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,101.0,39.0,194.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,172.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5295108874722875,0.193772862441756,0.9276622089312188,0.7139638457434324,0.6224792622421802,0.7395329295745553,0.5382373213390673,0.2527403880974912,0.30206152500826017
4.0,0.0,446,0.0,0.0,0.0,7007.0,5120.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,101.0,39.0,194.0,1.0,1.0,1.0,1.0,1.0,1.0,111.0,173.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4615246466765466,0.13844744081403385,0.9001482955872985,0.9943313955253229,0.022166403788110342,0.62004269778787,0.5833329290941894,0.38381533425627423,0.564554769409841
1.0,15.0,447,1.0,0.0,1.0,7007.0,5120.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,101.0,39.0,195.0,1.0,1.0,1.0,1.0,1.0,1.0,112.0,174.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4854385886067261,0.23432088796843442,0.9085305802719894,0.6049338247993263,0.6889069520631763,0.9561961755926003,0.12213272858304323,0.42043596649513004,0.2761596610176141
4.0,0.0,448,0.0,0.0,0.0,6993.0,5098.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,102.0,39.0,196.0,1.0,1.0,1.0,1.0,1.0,1.0,112.0,175.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5099396046988507,0.19956327896059253,0.905281392330596,0.2736759751630196,0.26263960066518566,0.5582347157215614,0.36069740022194374,0.8065757420434738,0.15685695465049584
4.0,0.0,449,0.0,0.0,0.0,6993.0,5098.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,102.0,39.0,196.0,1.0,1.0,1.0,1.0,1.0,1.0,112.0,175.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.448697372547261,0.17931331004438286,0.9499677660719271,0.397089891752056,0.4939233382892029,0.7198350615892196,0.6280392628405264,0.3120464019656183,0.22906225597005297
4.0,0.0,450,0.0,0.0,0.0,6993.0,5098.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,102.0,40.0,197.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,175.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5005996480167609,0.15334522325994315,0.92427026475136,0.5992203985332886,0.7924910100617538,0.8000015860454466,0.7496609723657531,0.18745733556488445,0.5142199768471314
1.0,15.0,451,1.0,0.0,1.0,6993.0,5098.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,102.0,40.0,197.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,175.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.453158045437537,0.19058393308719787,0.9090818212724471,0.7478876060111038,0.7624685335263048,0.23911446464813388,0.5299830464180925,0.7380831257435828,0.44197577358855195
1.0,19.0,452,1.0,1.0,1.0,6979.0,5076.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,102.0,40.0,197.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,175.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5035489899189429,0.19026331875466398,0.8932203557384016,0.20062312107862865,0.9353852989213087,0.2682242640631728,0.4416532800863871,0.13273229457709435,0.22192444006978942
4.0,0.0,453,0.0,0.0,0.0,6959.0,5042.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,102.0,40.0,197.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,175.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4854549095765041,0.13862217612527614,0.9222910973910267,0.49947650610557576,0.20597692079777646,0.9554113182326637,0.44498721894033516,0.6900677722858246,0.2384521176986317
4.0,0.0,454,0.0,0.0,0.0,6959.0,5042.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,103.0,40.0,198.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,176.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5346841855698823,0.15946807456649056,0.9222568851813956,0.7229969259145915,0.987677864271018,0.7479488811491831,0.40484076982979955,0.6630214335635031,0.3139057321800431
4.0,0.0,455,0.0,0.0,0.0,6959.0,5042.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,104.0,40.0,199.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,177.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4460619820156619,0.16291200614147858,0.9015198224194783,0.6846914977472974,0.3289117865678509,0.8586533076299574,0.346812403095297,0.306321355356662,0.5321524335814273
1.0,8.0,456,0.0,0.0,1.0,6959.0,5042.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,104.0,40.0,199.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,177.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.497369817899517,0.13945010681863448,0.9311811529329054,0.5674957988719119,0.3805397764593834,0.4705667817343785,0.5417995148478019,0.4081075194917302,0.1848812477156668
4.0,0.0,457,0.0,0.0,0.0,6952.0,5029.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,104.0,40.0,199.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,177.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.49243855407281223,0.20304277224477463,0.9218912680219641,0.3199231553637009,0.6689538309618387,0.6912445576559578,0.35487354621961625,0.11754438535324782,0.293763945808256
1.0,8.0,458,0.0,0.0,1.0,6952.0,5029.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,104.0,40.0,199.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,177.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.36909060529836996,0.23549168210447155,0.9162143733759368,0.24695411723842298,0.5966755067152304,0.5587635383005396,0.18801490020613715,0.016556297560409272,0.11940488643569497
4.0,0.0,459,0.0,0.0,0.0,6945.0,5016.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,104.0,40.0,199.0,1.0,1.0,1.0,1.0,1.0,1.0,114.0,178.0,19.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5302398296947683,0.20663457745688474,0.8956963168548293,0.3580662119586223,0.7018972960619322,0.6828599631185289,0.1583459542546419,0.06170102402808794,0.22764974995711018
4.0,0.0,460,0.0,0.0,0.0,6945.0,5016.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,104.0,40.0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,115.0,179.0,19.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5072645939429083,0.17482560157353905,0.910742786690693,0.5825783888854758,0.041959567387036066,0.045450521541922306,0.1479918095045475,0.47714319589884346,0.043199297276039175
4.0,0.0,461,0.0,0.0,0.0,6945.0,5016.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,105.0,40.0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,115.0,180.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4730579781375057,0.18844937264856637,0.918425794414391,0.8365011817964474,0.5953616525772155,0.2703584976675034,0.01688623037048481,0.10423121371424528,0.26824089044660215
4.0,0.0,462,0.0,0.0,0.0,6945.0,5016.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,105.0,40.0,201.0,1.0,1.0,1.0,1.0,1.0,1.0,116.0,181.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.44528668808911664,0.21385011805379542,0.8917452750639315,0.3127724344325491,0.6476736979502739,0.13582728985544779,0.21339853845620216,0.06533194820512517,0.5793467925004256
1.0,15.0,463,1.0,0.0,1.0,6945.0,5016.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,106.0,40.0,202.0,1.0,1.0,1.0,1.0,1.0,1.0,116.0,182.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5403996570746701,0.15832042904238322,0.9215552062817168,0.7434090138410258,0.38726324312669774,0.4761026985380043,0.20833721701560884,0.10024311823877319,0.6978207009971844
4.0,0.0,464,0.0,0.0,0.0,6931.0,4994.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,106.0,41.0,203.0,1.0,1.0,1.0,1.0,1.0,1.0,117.0,182.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5215895727114871,0.1974832276652189,0.911408335866899,0.5626137245381718,0.6567061070334506,0.057516739447846014,0.3984993126001848,0.25295803970853314,0.163540995413704
4.0,0.0,465,0.0,0.0,0.0,6931.0,4994.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,106.0,41.0,203.0,1.0,1.0,1.0,1.0,1.0,1.0,117.0,182.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5057530244407783,0.2066936908452742,0.935867886204795,0.8418480673475831,0.4164947193085322,0.14484172286805566,0.21872000699622487,0.3922033353393346,0.1403299767177507
4.0,0.0,466,0.0,0.0,0.0,6931.0,4994.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,41.0,204.0,1.0,1.0,1.0,1.0,1.0,1.0,117.0,183.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.507554676248762,0.13854362114164118,0.945130602213839,0.593287307614224,0.49970902061281075,0.31277158976964187,0.46850826469667317,0.003623738484928638,0.4954675948221886
4.0,0.0,467,0.0,0.0,0.0,6931.0,4994.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,41.0,204.0,1.0,1.0,1.0,1.0,1.0,1.0,117.0,183.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.45114521842843586,0.23549751887792397,0.915641266163901,0.2104629584840115,0.3990181304996352,0.11320092592394812,0.3763646930674564,0.4763735043987335,0.9227620199722399
4.0,0.0,468,0.0,0.0,0.0,6931.0,4994.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,205.0,1.0,1.0,1.0,1.0,1.0,1.0,118.0,183.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.49092297268458135,0.21227589282852644,0.9042350558791435,0.28746557647030135,0.5207553669444781,0.5286391634245982,0.13660253368824732,0.5683116818646796,0.09413819863742581
1.0,15.0,469,1.0,0.0,1.0,6931.0,4994.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,205.0,1.0,1.0,1.0,1.0,1.0,1.0,118.0,183.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4609517065184986,0.16884302587618347,0.9178876188902735,0.2626429632252701,0.17875067067644254,0.19335127839569913,0.32789462734000546,0.24301629836048122,0.11144097439913991
1.0,8.0,470,0.0,0.0,1.0,6917.0,4972.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,184.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4900490467453988,0.17866631817242845,0.890464911150973,0.3620798688093897,0.06010625266579296,0.13775440963819346,0.2185616783688386,0.3738863952357852,0.19230242946042064
1.0,15.0,471,1.0,0.0,1.0,6910.0,4959.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,184.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4685203902699989,0.1646826451034826,0.9112591910022743,0.12427917311663811,0.7844560668714093,0.07115049585748245,0.03461803685793353,0.27797880630215344,0.30319332168258606
1.0,8.0,472,0.0,0.0,1.0,6896.0,4937.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,184.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4667128896288261,0.2163449365204096,0.8975472079622688,0.29344770502386286,0.3199387176589833,0.6559519837136792,0.040547180591939694,0.6272392226616669,0.16076786327115816
4.0,0.0,473,0.0,0.0,0.0,6889.0,4924.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,184.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.48463959697617776,0.16536126487688088,0.9333318869315519,0.06448869161757276,0.18161981998873145,0.0834516347400859,0.03065686806208432,0.06539785074217336,0.3513126894702181
4.0,0.0,474,0.0,0.0,0.0,6889.0,4924.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,184.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.47154500395716553,0.20774255796501592,0.9187419669681649,0.1584943616366139,0.9228830795535793,0.8005217661551562,0.7317801315298724,0.010150789601307077,0.5842844045154302
4.0,0.0,475,0.0,0.0,0.0,6889.0,4924.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,184.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5313467040381944,0.18670857473133523,0.9376349750033978,0.28265349418773456,0.7729849542738888,0.13222571684180764,0.10999109697213943,0.5116129668682222,0.2536725588341958
1.0,15.0,476,1.0,0.0,1.0,6889.0,4924.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,184.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5133767090902609,0.17801404529859227,0.9035795606068674,0.12689737547542904,0.876288189185693,0.6518817641185015,0.24433130074229828,0.27559502714146994,0.4347773474168337
1.0,8.0,477,0.0,0.0,1.0,6875.0,4902.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,184.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.49157660747058596,0.1801377671000685,0.8945507272091812,0.19847807473055826,0.970820011998146,0.7819034354856573,0.0689271867677717,0.47009022958383606,0.10354320287288446
4.0,0.0,478,0.0,0.0,0.0,6868.0,4889.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,184.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.41879926373654863,0.18776207500349557,0.8909148645250167,0.27260929268949735,0.19845675776987648,0.8036153799909468,0.6726454379366866,0.047801090748806924,0.166952764245627
1.0,7.0,479,1.0,0.0,0.0,6868.0,4889.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,107.0,42.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,184.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.448116950090304,0.1681181539482629,0.9094246194724511,0.11003509921526017,0.6737922880606604,0.4269093402019076,0.1211759106661715,0.051401710886818455,0.18236929843611532
4.0,0.0,480,0.0,0.0,0.0,6861.0,4880.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,108.0,42.0,207.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,185.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4807996345295298,0.2365913969034841,0.9459068905891972,0.19275726929248788,0.9125038190510507,0.8262064642967386,0.27134337704637146,0.2773906600568168,0.5811239187193067
1.0,8.0,481,0.0,0.0,1.0,6861.0,4880.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,108.0,42.0,207.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,185.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4578636991694387,0.21095947834664866,0.893038805007969,0.8321392086319559,0.24859512083737492,0.2884030987244303,0.6119481492958914,0.5189848448786205,0.06165522381340237
1.0,8.0,482,0.0,0.0,1.0,6854.0,4867.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,108.0,42.0,208.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,186.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.49352326377105454,0.17243144774939173,0.9418894721197474,0.8329744433285651,0.712003068959239,0.6998403812826035,0.2967388819066818,0.5285857209453368,0.023972578595522136
1.0,12.0,483,0.0,1.0,1.0,6847.0,4854.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,108.0,42.0,209.0,1.0,1.0,1.0,1.0,1.0,1.0,121.0,187.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5010790974775372,0.18093803023541516,0.9237499718707662,0.044974981025475556,0.4880700381070458,0.0733459580654387,0.45105815610645,0.072945055352907,0.6977329917209915
